id,quiz_category_id,quiz_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,seo_slug,created_at
463,11,1,13,Is it permissible to refuel a school bus while students are on board?,"Yes, if the engine is off","Yes, if the windows are open","No, never refuel with students aboard","Yes, during short stops only",C,You must never refuel a school bus with students on board. Fuel vapors are dangerous and any spill or ignition could put students at serious risk. Students must be unloaded before refueling.,bus-1-q13-is-it-permissible-to-refuel-a-school-bus-while-students-are,2026-02-14 23:55:09.672962+00
464,11,1,14,What type of mirror allows a school bus driver to see the danger zone directly in front of the bus?,Flat mirrors,Convex mirrors,Crossover mirrors,Rearview mirror,C,Crossover mirrors are mounted on both sides at the front of the bus and allow the driver to see the danger zone area directly in front of the bus and the area to the left and right of the front bumper.,bus-1-q14-what-type-of-mirror-allows-a-school-bus-driver-to-see-the-da,2026-02-14 23:55:09.672962+00
465,11,1,15,What is the purpose of flat mirrors on a school bus?,To see the front danger zone,To see the sides of the bus and down the road behind,To see underneath the bus,To see the interior of the bus,B,"Flat mirrors, also called plane mirrors, are positioned on both sides of the bus and allow the driver to see along the sides of the bus, the rear tires, and traffic approaching from behind.",bus-1-q15-what-is-the-purpose-of-flat-mirrors-on-a-school-bus,2026-02-14 23:55:09.672962+00
466,11,1,16,What advantage do convex mirrors provide on a school bus?,They eliminate all blind spots,They provide a wider field of view than flat mirrors,They provide magnified images,They work better at night,B,"Convex mirrors provide a wider field of view than flat mirrors, allowing the driver to see a broader area along the sides of the bus. However, objects appear smaller and farther away in convex mirrors.",bus-1-q16-what-advantage-do-convex-mirrors-provide-on-a-school-bus,2026-02-14 23:55:09.672962+00
467,11,1,17,Why is it important to count students at each stop during loading?,To verify bus capacity is not exceeded,To ensure all students who should board have boarded and are accounted for,To report attendance to the school,To calculate fuel consumption,B,"Counting students at each stop ensures that all expected students have boarded the bus. If a student is missing, they may be in the danger zone around the bus or under the bus, which requires immediate investigation.",bus-1-q17-why-is-it-important-to-count-students-at-each-stop-during-lo,2026-02-14 23:55:09.672962+00
468,11,1,18,What should a driver do if a student drops an object near or under the bus?,Tell the student to quickly pick it up,Have the student tell the driver so the driver can retrieve it or ensure the student is visible before picking it up,Ignore it and proceed,Have another student retrieve it,B,Students should be instructed to tell the driver if they drop something near or under the bus. The driver must be able to see the student at all times. A student bending down near the bus may not be visible to the driver.,bus-1-q18-what-should-a-driver-do-if-a-student-drops-an-object-near-or,2026-02-14 23:55:09.672962+00
469,11,1,19,"When unloading students, what should the driver do after students exit the bus?",Immediately close the door and leave,Check all mirrors to confirm students have moved away from the danger zone before moving the bus,Wait exactly 30 seconds then drive away,Honk the horn to signal departure,B,"After students exit, the driver must check all mirrors to confirm that all students have moved away from the danger zone and are in a safe location before closing the door and moving the bus.",bus-1-q19-when-unloading-students-what-should-the-driver-do-after-stud,2026-02-14 23:55:09.672962+00
470,11,1,20,What are the amber warning lights on a school bus used for?,To indicate the bus is about to stop to load or unload students,To indicate the bus is broken down,To indicate the bus is turning,To indicate the bus is backing up,A,Amber warning lights alert other drivers that the school bus is preparing to stop to load or unload students. They are activated before the bus comes to a complete stop to give traffic time to slow down.,bus-1-q20-what-are-the-amber-warning-lights-on-a-school-bus-used-for,2026-02-14 23:55:09.672962+00
471,11,1,21,What do the red flashing lights on a school bus indicate?,The bus is about to turn,The bus is broken down,The bus has stopped and students are loading or unloading — traffic must stop,The bus is backing up,C,"Red flashing lights indicate that the bus has stopped and students are actively loading or unloading. In most jurisdictions, traffic in both directions must stop when the red lights are flashing.",bus-1-q21-what-do-the-red-flashing-lights-on-a-school-bus-indicate,2026-02-14 23:55:09.672962+00
472,11,1,22,What is the purpose of the stop arm on a school bus?,To help students cross the street,To extend outward and signal traffic to stop when the bus is loading or unloading,To block the bus door,To act as an emergency brake,B,The stop arm swings out from the left side of the bus when the door is opened. It provides an additional visual signal to traffic that they must stop because students are loading or unloading.,bus-1-q22-what-is-the-purpose-of-the-stop-arm-on-a-school-bus,2026-02-14 23:55:09.672962+00
473,11,1,23,When should emergency evacuation of a school bus be performed?,Whenever a student requests it,"When there is a fire, the bus is in an unsafe position, or there is an imminent danger",At every stop,Only during drills,B,"Emergency evacuation should be performed when there is a fire or danger of fire, the bus is in an unsafe position such as risk of tipping, or there is an imminent hazard that makes staying on the bus more dangerous than evacuating.",bus-1-q23-when-should-emergency-evacuation-of-a-school-bus-be-performe,2026-02-14 23:55:09.672962+00
474,11,1,24,How should a driver demonstrate emergency exit operation to students?,Verbally describe it only,Show students how to open emergency exits and have them practice under supervision,Send home a written notice,Only demonstrate at the beginning of the school year,B,"Drivers should physically demonstrate how each emergency exit operates and allow students to practice under supervision. Students should know how to open rear emergency doors, roof hatches, and emergency windows.",bus-1-q24-how-should-a-driver-demonstrate-emergency-exit-operation-to,2026-02-14 23:55:09.672962+00
475,11,1,25,What is the strobe light on a school bus used for?,To signal turns,To improve visibility of the bus during adverse weather or low-visibility conditions,To communicate with dispatch,To entertain students,B,"The roof-mounted strobe light improves the visibility of the school bus during adverse weather conditions such as fog, rain, or snow, making it easier for other drivers to see the bus from a distance.",bus-1-q25-what-is-the-strobe-light-on-a-school-bus-used-for,2026-02-14 23:55:09.672962+00
476,12,2,1,What is the most dangerous area around a school bus for students?,Inside the bus,The area directly behind the exhaust,"The danger zone, especially directly in front of and behind the bus",The area 50 feet away from the bus,C,"The most dangerous areas are within the danger zone, especially directly in front of and behind the bus where the driver has the least visibility. Students in these areas are at the greatest risk of being struck.",bus-1-q26-what-is-the-most-dangerous-area-around-a-school-bus-for-stud,2026-02-14 23:55:09.672962+00
477,12,2,2,How should students cross the street after exiting a school bus?,Walk behind the bus,Walk at least 10 feet in front of the bus where the driver can see them,Run across quickly,Cross without looking,B,"Students should walk at least 10 feet in front of the bus, staying outside the danger zone, and look at the driver for a signal before crossing. The driver must be able to see the student at all times.",bus-1-q27-how-should-students-cross-the-street-after-exiting-a-school,2026-02-14 23:55:09.672962+00
478,12,2,3,What is a critical part of a pre-trip inspection specific to school buses?,Checking the sound system,"Inspecting emergency exits, mirrors, warning lights, stop arm, and crossing control arm",Counting the seats,Checking the paint condition,B,"A school bus pre-trip inspection must include checking that all emergency exits operate properly, mirrors are clean and adjusted, warning lights and stop arm function, and the crossing control arm works correctly.",bus-1-q28-what-is-a-critical-part-of-a-pre-trip-inspection-specific-to,2026-02-14 23:55:09.672962+00
479,12,2,4,How should mirrors be adjusted on a school bus?,So the driver can see the interior of the bus only,So the driver can see the danger zones on all sides of the bus,So the driver can see traffic behind only,Mirrors do not need adjustment,B,"Mirrors must be adjusted so the driver can see the danger zones on all sides of the bus, including the front, rear, and both sides. Proper mirror adjustment is critical for monitoring student safety around the bus.",bus-1-q29-how-should-mirrors-be-adjusted-on-a-school-bus,2026-02-14 23:55:09.672962+00
